GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.04;Evaluation II) en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Evaluation II) en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.05;"pH arterial; Sodio sferico (mmol/L); Potasio SSrico (mmol/L); Creatinina sanguinea (Si el enfermo tiene adem^s Insuficiencia Renal Aguda); Creatinina sanguinea (Si el enfermo no tiene Insuficiencia Renal Aguda); Hematocrito (%); Leucocitos / mm3; Puntuacion en la Escala de Coma de Glasgow; PARA gestionar el Score APACHE II (Acute Physiology and Chronic Health Evaluation II) en UCI";El sistema DEBE ofrecer la capacidad de;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.06;Evaluation II) en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Evaluation II) en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.07;and Chronic Health Evaluation II) en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: and Chronic Health Evaluation II) en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.08;toma de decisiones terapeuticas en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: toma de decisiones terapeuticas en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.09;decisiones terapeutlcas en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: decisiones terapeutlcas en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.01.01;atención efectiva de la prescripcidn médica. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El Sistema DEBE ofrecer la capacidad de capturar información respecto al stock de cuando el sistema muestra los productos farmaceuticos, dispositivos información respecto a inventarios;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.012;medicos y productos sanitarios de la propios de la UPSS farmacia. UPSS farmacia para la generacidn de la receta mSdica y optimizar su gestión. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El Sistema DEBE generar una notificacidn al prescriptor indicando que cuando el sistema determina y se requiere información para computar genera una notificacidn al una dosis como faltante o invalida PARA prestador indicando que se facilitar la gestión de farmacia. requiere información para;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.02.01;computar una dosis como faltante o invdlida. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE hacer seguimiento al número de veces que se envia una receta cuando el sistema permite m£dica (para mantener un limits en el establecer y controlar el numero numero de veces que se permite enviar mdximo de veces que se imprime;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.02.02;una receta médica a una receta médica. impresidn/reimpresidn y fax/reenvio per fax) PARA monitoreo y control de salida No Cumplimiento 0 puntos: de dicha orden. cuando el sistema no cumple con el criterio;El Sistema DEBE ofrecer la capacidad de generar y marcar como inactivos, cuando el sistema en la seleccidn médicamentos recientemente de médicamentos actuales inactivados PARA orientar el plan de muestra los médicamentos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.02.03;trabajo y tratamiento farmacoldgico. recientemente inactivados. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El Sistema DEBE ofrecer la capacidad de almacenar y generar información sobre cuando el sistema permite drdenes de médicamentos. Incluyendo registrar información sobre las 6 cualquier alerta posterior a la seleccidn drdenes de médicamentos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.02.04;de ordenes de médicamentos y respuesta del prescriptor (realizar, No Cumplimiento 0 puntos: modificar o cancelar la orden PARA cuando el sistema no cumple con apoyar en el trabajo asistencial directo. el criterio;El sistema DEBE ofrecer la capacidad de integrar el Sistema de Información de Cuando las aplicaciones del HCE con otros sistemas (p. ej. un sistema estan integrados a travds Sistema de Información de Lahoratorio, de estandares de codificacidn,;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.01;Sistema de Radiologia, Sistema de estandares de mensajeria y Farmacia o Sistema de Información de canales de comunicacidn seguros. Hospitales, etc.), en general todos los sistemas de las UPS Soporte a la No Cumplimiento 0 puntos: atención PARA mejorar la gestión de la cuando el sistema no cumple con información._______________________ el criterio;El sistema DEBE ofrecer la capacidad de transmitir drdenes a la(s) UPSS de cuando el sistema transmite las atención de soporte PARA ejecutar la drdenes;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.02;orden y optimizar la ejecucidn del plan de trabajo por la integracidn de diferentes No Cumplimiento 0 puntos: unidades productoras de servicios. cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de gestionar las drdenes de hemoderivados cuando el sistema gestiona las y hemocomponentes y productos ordenes de hemoderivados y bioldgicos PARA completar el plan de hemocomponentes y productos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.03;trabajo y ejecucidn de tratamiento cuando bioldgicos en campos discretos. se interactiie con banco de sangre. No Cumplimiento 0 puntos: cuan;El sistema DEBE cumplir el criterio funcional indicado en la directiva: trabajo y ejecucidn de tratamiento cuando bioldgicos en campos discretos. se interactiie con banco de sangre. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio.   N°3^3 -MINSA/OGTI-2025   QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE INFORMAClON DE HISTORIAS CLINICAS electrQnicas Estandar/ Criterios   Cumplimiento;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.04;soporte PARA lograr integracibn de soporte. sistemas asistenciales. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de gestionar las órdenes de solicitud de cuando el sistema gestiona las almacenamiento de hemoderivados y ordenes de solicitud de hemocomponentes y/o productos almacenamiento de biolbgicos PARA permitir correcta gestibn hemoderivados y;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.05;de banco de sangre e interaccibn con hemocomponentes y/o productos serviclos de atencibn directa. biolbgicos. No Cumplimiento 0 puntos: cuan;de banco de sangre e interaccibn con hemocomponentes y/o productos serviclos de atencibn directa. biolbgicos. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio._____________ El sistema DE8E ofrecer la capacidad de   gestionar el use de hemoderivados, cuando el sistema permite hemocomponentes y otros productos gestionar el uso de bioldgicos en la prestaclon de serviclos hemoderivados, de salud PARA permitir correcta gestibn hemocomponentes y otros;2: Cumplimiento Total / 0: No Cumplimiento;NO
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.03.06;de banco de sangre e interaccion con productos biolbgicos en la serviclos de atencibn directa. prestacibn de serviclos de salud. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE presentar, al momento de la administracibn, la informacibn cuando el sistema permite necesaria para identificar correctamente visualizar la informacibn del al paciente y administrar con precisibn los paciente antes de la;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.04.01;hemoderivados y hemocomponentes, administracibn. incluyendo datos como el nombre del paciente, el número, cantidad, via, fecha No Cumplimiento 0 puntos: de vencimiento y hora de administracibn cuando el sistema no cumple con del hemoderivado y hemocomponente. el criterio;El sistema DEBE ofrecer la capacidad de capturar la validacibn de la cuando el sistema permite correspondencia correcta del paciente registrar la validacibn de la con el hemoderivado y correspondencia del paciente con;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.04.02;hemocomponente. el hemoderivado y hemocomponente. No Cumplimiento 0 . puntos: cuando el sistema no cumple con el criterio.________ ~ . '■ '' ■;El sistema DEBE ofrecer la capacidad de capturarel número, la cantidad, la via y la cuando el sistema permite hora de administracibn del hemoderivado registrar los datos comb campos 15 y hemocomponente. discretes;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.04.03;No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE cumplir con gestionar las mediciones clínicas del paciente y cuando el sistema gestiona las capturar la presibn arterial, temperatura, mediciones clínicas del paciente y pulso y frecuencia respiratoria del permite registrar la presibn paciente que recibe el producto. arterial, temperatura, frecuencia;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.04.04;cardiaca y frecuencia respiratoria del paciente. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de gestionar resultados de pruebas y cuando el sistema gestiona los procedimientos solicitados a UPSS de resultados de pruebas y atencibn de soporte PARA permitir el procedimientos solicitados a;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.01;monitoreo y control de ejecucibn del plan UPSS de atencibn de soporte. de trabajo y permitir la continuidad de la atencibn. No Cumplimiento;El sistema DEBE cumplir el criterio funcional indicado en la directiva: monitoreo y control de ejecucibn del plan UPSS de atencibn de soporte. de trabajo y permitir la continuidad de la atencibn. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio.   N'J}? -MINSA/OGTI-2025;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.02;ejecucibn del plan de trabajo y permitir la continuidad de la atencibn. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de generar y-trasmitir-resultados-de un cuando el sistema-genera y paciente o grupo - de -pacientes transmite resultados de un identificados desde sistemas de UPSS de paciente o grupo de pacientes 19 atencibn de soporte PARA permitir el identificados desde sistemas de;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.03;monitoreo y control de ejecucibn del plan UPSS de atencibn de soporte. de trabajo y permitir la continuidad de la atencibn. No Cumplimiento' 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de generar resultados por factores que den cuando el sistema genera soporte a la gestibn de resultados, resultados por factores que den incluyendo el tipo de prueba, el indicador soporte a la gestibn de resultados. 20 crltico y el indicador anormal PARA;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.04;permitir el monitoreo y control de No Cumplimiento 0 puntos: ejecucibn del plan de trabajo y permitir cuando el sistema no cumple con definicibn de diagnbstico definitivo y/ o el criterio. permitir la continuidad de la atencibn;El sistema DEBE ofrecer la capacidad de marcar y generar indicadores normales y cuando el sistema marca y genera anormales de resultados con base en indicadores normales y anormales datos proporcionados de la fuente de de resultados;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.05;datos original PARA facilitar lectura a usuarios de lahoratorio y mbdicos de No Cumplimiento 0 puntos: consulta externa, para ayuda en el cuando el sistema no cumple con diagnbstico y continuidad y/o el criterio. < actualizacibn de tratamiento;El sistema DEBE ofrecer la capacidad de , 2 puntos: generar resultados por rango de cuando el sistema genera fecha/hora, incluyendo la fecha/hora de resultados por ranges de fechas y 22 orden, fecha/hora de recoleccibn de horas;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.05.06;muestras y fecha/hora de recepcibn de resultados. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de generar la informacibn necesaria para cuando el sistema permite identificar correctamente al paciente e yisualizar la informacibn del identificar con exactitud la muestra que paciente para la obtencibn de la sera obtenida, incluyendo, entre otros, el muestra;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.06.01;nombre del paciente, tipo de muestra, fuente de muestra, medio de obtencibn, No Cumplimiento 0 puntos: fecha y hora. cuando el sistema no cumple con el criterio;El sistema DEBE ofrecer la capacidad de determinar y generar variaciones entre el cuando el sistema determina y tipo de orden de muestra realizada y la genera variaciones entre el tipo de muestra real obtenida PARA permitir orden de muestra realizada y la;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Integración con UPSS de Soporte al Diagnóstico y Tratamiento (Anexo 23);N3.SOP.06.02;gestibn de UPSS de atencibn de soporte muestra real obtenida. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio. DEBE 24;El sistema DEBE cumplir el criterio funcional indicado en la directiva: gestibn de UPSS de atencibn de soporte muestra real obtenida. No Cumplimiento 0 puntos: cuando el sistema no cumple con el criterio. DEBE 24 48;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG01.2;Capturar contenido estructurado y/o no estructurado en Entradas de Registro;El sistema DEBE ofrecer la capacidad de capturar el contenido estructurado y/o no estructurado en las Entradas de Registro.;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
